accident_id,state,city,accident_datetime,year,month,weekday,hour,weather_conditions,road_condition,road_type,vehicle_type,traffic_control_presence,junction_type,lighting_conditions,speed_limit_kmph,driver_age,driver_gender,driver_license_status,alcohol_involvement,number_of_vehicles_involved,number_of_casualties,number_of_fatalities,visibility_km,temperature_c,latitude,longitude,severity,hour_of_day,rush_hour,weekend,night_time,weather_category,visibility_risk,casualty_rate,fatality_flag
IND-ACC-02673,Rajasthan,Udaipur,2023-12-13 03:33:00,2023,December,Wednesday,3,Rain,Wet,Urban Arterial,Car,Roundabout,Roundabout,Daylight,60,32.0,Male,Invalid,No,3,3,0,3.02,31.9,24.63245,73.73567,Minor,3,0,0,1,Adverse,High,1.0,0
IND-ACC-02674,Kerala,Thiruvananthapuram,2018-10-10 03:34:00,2018,October,Wednesday,3,Clear,Wet,Rural Road,Car,Police Managed,Y-Junction,Daylight,50,18.0,Male,Valid,No,2,1,0,6.36,31.5,8.46431,77.00209,Minor,3,0,0,1,Normal,Moderate,0.5,0
IND-ACC-02675,Telangana,Hyderabad,2019-11-09 11:41:00,2019,November,Saturday,11,Rain,Dry,Highway,Truck,Signal Present,T-Junction,Daylight,50,32.0,Male,Invalid,No,2,1,0,6.61,27.2,17.45446,78.53073,Minor,11,0,1,0,Adverse,Moderate,0.5,0
IND-ACC-02676,Uttar Pradesh,Lucknow,2020-12-15 17:58:00,2020,December,Tuesday,17,Clear,Wet,Rural Road,Bus,Signal Present,Non-Junction,Poor Lighting,60,48.0,Male,Valid,No,3,1,0,3.95,26.9,26.82519,80.9213,Minor,17,1,0,0,Normal,High,0.33,0
IND-ACC-02677,Delhi,Rohini,2023-11-04 04:39:00,2023,November,Saturday,4,Clear,Dry,Rural Road,Car,Roundabout,Roundabout,Poor Lighting,50,37.0,Male,Valid,No,3,1,0,3.4,29.8,28.68985,77.06396,Minor,4,0,1,1,Normal,High,0.33,0
IND-ACC-02678,Telangana,Warangal,2021-12-25 18:29:00,2021,December,Saturday,18,Clear,Under Construction,Urban Arterial,Two-Wheeler,Uncontrolled,T-Junction,Daylight,40,35.0,Male,Valid,No,3,1,0,4.72,16.9,18.02887,79.61354,Minor,18,1,1,0,Normal,High,0.33,0
IND-ACC-02679,Kerala,Kozhikode,2019-01-07 19:13:00,2019,January,Monday,19,Rain,Damaged,Highway,Two-Wheeler,Roundabout,T-Junction,Daylight,30,40.0,Female,Valid,No,3,2,0,8.47,30.0,11.31261,75.7752,Minor,19,1,0,0,Adverse,Low,0.67,0
IND-ACC-02680,West Bengal,Durgapur,2022-07-19 08:49:00,2022,July,Tuesday,8,Clear,Under Construction,Intersection,Two-Wheeler,Uncontrolled,Non-Junction,Poor Lighting,30,31.0,Male,Valid,No,2,1,0,8.8,28.3,23.52603,87.31026,Minor,8,1,0,0,Normal,Low,0.5,0
IND-ACC-02681,Kerala,Thiruvananthapuram,2019-10-24 05:06:00,2019,October,Thursday,5,Cloudy,Under Construction,Residential,Two-Wheeler,Stop Sign,Roundabout,Poor Lighting,40,18.0,Male,Learner,No,3,1,0,4.9,24.1,8.37989,76.85511,Minor,5,0,0,1,Normal,High,0.33,0
IND-ACC-02682,Uttar Pradesh,Kanpur,2020-10-09 10:01:00,2020,October,Friday,10,Clear,Dry,Residential,Two-Wheeler,Signal Present,Cross Junction,Street Lights,30,39.0,Female,Learner,No,2,3,0,4.98,23.2,26.41592,80.34755,Minor,10,0,0,0,Normal,High,1.5,0
IND-ACC-02683,Rajasthan,Jaipur,2019-07-17 07:09:00,2019,July,Wednesday,7,Clear,Wet,Highway,Auto-Rickshaw,Uncontrolled,Non-Junction,Daylight,50,19.0,Male,Valid,No,3,1,0,8.06,34.3,26.90264,75.7432,Minor,7,1,0,0,Normal,Low,0.33,0
IND-ACC-02684,Gujarat,Ahmedabad,2021-11-12 14:19:00,2021,November,Friday,14,Heat,Dry,Urban Arterial,Two-Wheeler,Police Managed,T-Junction,No Lighting,50,38.0,Male,Valid,No,3,2,0,4.98,21.3,23.08505,72.5416,Minor,14,0,0,0,Normal,High,0.67,0
IND-ACC-02685,West Bengal,Howrah,2021-10-26 21:25:00,2021,October,Tuesday,21,Rain,Wet,Urban Arterial,Two-Wheeler,Stop Sign,Roundabout,Daylight,50,28.0,Female,Invalid,No,2,1,0,6.82,32.5,22.6346,88.24433,Minor,21,0,0,1,Adverse,Moderate,0.5,0
IND-ACC-02686,Telangana,Warangal,2022-03-19 11:04:00,2022,March,Saturday,11,Clear,Slippery,Rural Road,Auto-Rickshaw,Signal Present,Roundabout,Street Lights,50,30.0,Male,Valid,Yes,1,2,0,3.36,28.9,17.99792,79.6227,Minor,11,0,1,0,Normal,High,2.0,0
IND-ACC-02687,Uttar Pradesh,Varanasi,2022-07-11 16:38:00,2022,July,Monday,16,Clear,Under Construction,Residential,Two-Wheeler,Uncontrolled,Y-Junction,Daylight,100,36.0,Male,Valid,No,1,1,0,4.05,25.0,25.32694,83.0578,Minor,16,0,0,0,Normal,High,1.0,0
IND-ACC-02688,Gujarat,Vadodara,2022-03-19 22:43:00,2022,March,Saturday,22,Clear,Dry,Rural Road,Auto-Rickshaw,Police Managed,Roundabout,Daylight,80,44.0,Male,Valid,No,1,1,0,5.53,23.8,22.31887,73.17508,Minor,22,0,1,1,Normal,Moderate,1.0,0
IND-ACC-02689,Telangana,Hyderabad,2020-07-27 09:24:00,2020,July,Monday,9,Fog,Dry,Residential,Truck,Signal Present,Non-Junction,No Lighting,50,22.0,Male,Valid,No,3,1,0,2.26,27.7,17.44798,78.5443,Minor,9,1,0,0,Adverse,Critical,0.33,0
IND-ACC-02690,Kerala,Thiruvananthapuram,2021-06-01 19:33:00,2021,June,Tuesday,19,Clear,Dry,Intersection,Two-Wheeler,Uncontrolled,Roundabout,Poor Lighting,50,44.0,Male,Valid,No,3,1,0,3.17,27.9,8.52421,76.88799,Minor,19,1,0,0,Normal,High,0.33,0
IND-ACC-02691,Gujarat,Surat,2021-09-25 22:01:00,2021,September,Saturday,22,Clear,Wet,Residential,Two-Wheeler,Stop Sign,Cross Junction,Street Lights,80,28.0,Male,Valid,No,3,1,0,9.3,35.4,21.07309,72.8421,Serious,22,0,1,1,Normal,Low,0.33,0
IND-ACC-02692,Karnataka,Mysuru,2023-11-27 06:45:00,2023,November,Monday,6,Rain,Slippery,Urban Arterial,Car,Uncontrolled,Cross Junction,Daylight,80,20.0,Female,Valid,Yes,3,2,0,8.96,25.8,12.37192,76.65238,Minor,6,0,0,0,Adverse,Low,0.67,0
IND-ACC-02693,Rajasthan,Udaipur,2018-10-20 09:38:00,2018,October,Saturday,9,Clear,Dry,Residential,Truck,Signal Present,Roundabout,Daylight,80,28.0,Male,Valid,Yes,2,2,0,7.93,27.1,24.62725,73.61243,Serious,9,1,1,0,Normal,Moderate,1.0,0
IND-ACC-02694,Gujarat,Ahmedabad,2022-12-05 16:43:00,2022,December,Monday,16,Clear,Wet,Intersection,Truck,Uncontrolled,T-Junction,Daylight,50,39.0,Male,Valid,No,2,1,0,5.4,22.8,22.99044,72.64931,Minor,16,0,0,0,Normal,Moderate,0.5,0
IND-ACC-02695,Delhi,New Delhi,2021-05-22 11:39:00,2021,May,Saturday,11,Clear,Under Construction,Rural Road,Two-Wheeler,Roundabout,Non-Junction,No Lighting,50,28.0,Male,Valid,No,1,1,0,6.38,36.8,28.65363,77.23214,Minor,11,0,1,0,Normal,Moderate,1.0,0
IND-ACC-02696,Uttar Pradesh,Lucknow,2020-08-27 15:31:00,2020,August,Thursday,15,Clear,Dry,Urban Arterial,Auto-Rickshaw,Roundabout,Non-Junction,Daylight,40,22.0,Male,Valid,No,2,1,0,2.27,26.7,26.80593,81.01545,Minor,15,0,0,0,Normal,Critical,0.5,0
IND-ACC-02697,West Bengal,Durgapur,2019-05-26 09:58:00,2019,May,Sunday,9,Cloudy,Under Construction,Residential,Two-Wheeler,Signal Present,Non-Junction,Daylight,60,28.0,Male,Learner,No,1,3,0,3.41,35.0,23.3285,87.29237,Minor,9,1,1,0,Normal,High,3.0,0
IND-ACC-02698,Karnataka,Hubballi,2019-10-08 18:02:00,2019,October,Tuesday,18,Rain,Slippery,Highway,Two-Wheeler,Uncontrolled,Non-Junction,Poor Lighting,40,47.0,Male,Valid,No,1,1,0,7.71,27.6,15.39985,75.07677,Minor,18,1,0,0,Adverse,Moderate,1.0,0
IND-ACC-02699,Delhi,New Delhi,2020-07-11 18:29:00,2020,July,Saturday,18,Clear,Damaged,Residential,Two-Wheeler,Roundabout,T-Junction,Poor Lighting,60,27.0,Male,Learner,No,1,1,0,7.3,28.9,28.64383,77.25665,Minor,18,1,1,0,Normal,Moderate,1.0,0
IND-ACC-02700,Tamil Nadu,Chennai,2021-07-08 17:26:00,2021,July,Thursday,17,Clear,Under Construction,Rural Road,Auto-Rickshaw,Signal Present,Cross Junction,Poor Lighting,40,26.0,Male,Invalid,No,2,1,0,3.72,30.6,13.06959,80.34411,Minor,17,1,0,0,Normal,High,0.5,0
IND-ACC-02701,Karnataka,Bengaluru,2019-03-24 09:47:00,2019,March,Sunday,9,Clear,Dry,Highway,Two-Wheeler,Roundabout,Roundabout,No Lighting,50,24.0,Male,Invalid,No,3,2,0,6.99,25.7,12.95322,77.48483,Minor,9,1,1,0,Normal,Moderate,0.67,0
IND-ACC-02702,Tamil Nadu,Coimbatore,2022-09-21 09:08:00,2022,September,Wednesday,9,Clear,Wet,Urban Arterial,Two-Wheeler,Signal Present,Y-Junction,No Lighting,40,23.0,Male,Valid,No,2,2,0,6.41,26.9,11.04193,76.94762,Minor,9,1,0,0,Normal,Moderate,1.0,0
IND-ACC-02703,Maharashtra,Nagpur,2021-01-16 13:16:00,2021,January,Saturday,13,Cloudy,Dry,Urban Arterial,Bus,Signal Present,Cross Junction,Poor Lighting,100,18.0,Male,Valid,No,2,4,0,2.54,21.4,21.17558,79.05472,Serious,13,0,1,0,Normal,High,2.0,0
IND-ACC-02704,West Bengal,Kolkata,2020-04-07 11:41:00,2020,April,Tuesday,11,Storm,Wet,Intersection,Car,Roundabout,Cross Junction,No Lighting,30,22.0,Male,Valid,No,2,1,0,4.85,26.5,22.62838,88.27208,Minor,11,0,0,0,Adverse,High,0.5,0
IND-ACC-02705,Tamil Nadu,Madurai,2021-09-15 08:36:00,2021,September,Wednesday,8,Rain,Dry,Intersection,Two-Wheeler,Uncontrolled,Roundabout,Street Lights,60,47.0,Male,Valid,No,3,2,0,9.13,28.7,9.83801,78.00369,Minor,8,1,0,0,Adverse,Low,0.67,0
IND-ACC-02706,Kerala,Kochi,2022-09-27 05:31:00,2022,September,Tuesday,5,Clear,Dry,Intersection,Bus,Signal Present,Roundabout,Street Lights,30,47.0,Male,Valid,No,2,2,0,3.89,27.1,9.85597,76.32951,Minor,5,0,0,1,Normal,High,1.0,0
IND-ACC-02707,Maharashtra,Nagpur,2019-10-02 14:59:00,2019,October,Wednesday,14,Cloudy,Wet,Rural Road,Car,Stop Sign,Non-Junction,Poor Lighting,100,40.0,Male,Learner,No,1,3,0,5.61,30.2,21.16296,79.22829,Minor,14,0,0,0,Normal,Moderate,3.0,0
IND-ACC-02708,Rajasthan,Udaipur,2022-04-21 16:30:00,2022,April,Thursday,16,Rain,Dry,Urban Arterial,Truck,Roundabout,Cross Junction,Daylight,80,29.0,Male,Valid,No,3,1,0,6.12,36.0,24.6528,73.72214,Minor,16,0,0,0,Adverse,Moderate,0.33,0
IND-ACC-02709,West Bengal,Kolkata,2020-07-14 12:58:00,2020,July,Tuesday,12,Clear,Slippery,Intersection,Two-Wheeler,Uncontrolled,Roundabout,Street Lights,60,51.0,Male,Valid,No,1,2,0,7.17,29.35,22.52039,88.38016,Minor,12,0,0,0,Normal,Moderate,2.0,0
IND-ACC-02710,Gujarat,Vadodara,2019-07-27 07:26:00,2019,July,Saturday,7,Rain,Dry,Highway,Two-Wheeler,Uncontrolled,Non-Junction,Daylight,40,52.0,Female,Valid,No,2,1,0,5.16,26.1,22.35587,73.23964,Minor,7,1,1,0,Adverse,Moderate,0.5,0
IND-ACC-02711,Maharashtra,Pune,2021-06-25 12:17:00,2021,June,Friday,12,Clear,Dry,Rural Road,Two-Wheeler,Police Managed,Y-Junction,Daylight,60,46.0,Male,Valid,No,3,1,0,3.57,25.7,18.54452,73.81536,Minor,12,0,0,0,Normal,High,0.33,0
IND-ACC-02712,Rajasthan,Jodhpur,2020-12-10 16:00:00,2020,December,Thursday,16,Clear,Wet,Highway,Two-Wheeler,Signal Present,Non-Junction,Daylight,60,20.0,Male,Valid,No,2,2,0,6.43,27.5,26.29066,73.01493,Minor,16,0,0,0,Normal,Moderate,1.0,0
IND-ACC-02713,Maharashtra,Pune,2020-08-19 20:24:00,2020,August,Wednesday,20,Clear,Wet,Intersection,Two-Wheeler,Police Managed,Non-Junction,Street Lights,50,38.0,Female,Valid,No,2,1,0,6.85,34.1,18.46662,73.91834,Minor,20,0,0,1,Normal,Moderate,0.5,0
IND-ACC-02714,Kerala,Kochi,2019-04-17 11:56:00,2019,April,Wednesday,11,Fog,Dry,Residential,Two-Wheeler,Police Managed,T-Junction,Street Lights,80,24.0,Male,Learner,No,2,2,0,1.04,31.3,9.87657,76.31519,Minor,11,0,0,0,Adverse,Critical,1.0,0
IND-ACC-02715,Uttar Pradesh,Kanpur,2019-03-07 19:07:00,2019,March,Thursday,19,Clear,Dry,Urban Arterial,Two-Wheeler,Signal Present,Cross Junction,Street Lights,30,43.0,Male,Expired,No,2,1,0,8.17,26.2,26.45505,80.32051,Minor,19,1,0,0,Normal,Low,0.5,0
IND-ACC-02716,Telangana,Warangal,2020-12-12 13:59:00,2020,December,Saturday,13,Clear,Under Construction,Highway,Car,Signal Present,Non-Junction,Poor Lighting,80,35.0,Male,Expired,No,2,2,0,6.71,17.3,18.01548,79.47988,Minor,13,0,1,0,Normal,Moderate,1.0,0
IND-ACC-02717,Tamil Nadu,Coimbatore,2019-12-16 07:54:00,2019,December,Monday,7,Clear,Wet,Rural Road,Two-Wheeler,Uncontrolled,Non-Junction,Daylight,80,32.0,Male,Valid,No,1,3,0,11.96,26.0,11.10442,76.92214,Serious,7,1,0,0,Normal,Low,3.0,0
IND-ACC-02718,Tamil Nadu,Chennai,2020-01-03 12:25:00,2020,January,Friday,12,Clear,Dry,Residential,Two-Wheeler,Signal Present,Non-Junction,Street Lights,30,48.0,Male,Valid,Yes,2,1,0,8.35,18.6,13.0843,80.26059,Minor,12,0,0,0,Normal,Low,0.5,0
IND-ACC-02719,Tamil Nadu,Coimbatore,2023-03-18 08:31:00,2023,March,Saturday,8,Clear,Damaged,Urban Arterial,Two-Wheeler,Signal Present,Non-Junction,Daylight,50,49.0,Male,Valid,No,2,1,0,3.93,39.2,10.98967,76.96262,Minor,8,1,1,0,Normal,High,0.5,0
IND-ACC-02720,Delhi,Rohini,2018-01-05 09:26:00,2018,January,Friday,9,Cloudy,Dry,Urban Arterial,Car,Police Managed,Roundabout,Poor Lighting,100,34.5,Female,Learner,Yes,2,2,0,8.01,22.9,28.79443,77.09627,Serious,9,1,0,0,Normal,Low,1.0,0
IND-ACC-02721,Delhi,New Delhi,2020-12-08 19:33:00,2020,December,Tuesday,19,Rain,Dry,Highway,Bus,Stop Sign,Non-Junction,Daylight,100,43.0,Male,Valid,No,4,1,0,9.76,17.1,28.63427,77.24534,Serious,19,1,0,0,Adverse,Low,0.25,0
IND-ACC-02722,West Bengal,Durgapur,2020-08-10 20:53:00,2020,August,Monday,20,Cloudy,Wet,Residential,Two-Wheeler,Stop Sign,Roundabout,Daylight,40,41.0,Male,Valid,No,1,2,0,9.25,25.3,23.4732,87.28855,Minor,20,0,0,1,Normal,Low,2.0,0
IND-ACC-02723,West Bengal,Kolkata,2020-12-11 05:16:00,2020,December,Friday,5,Heat,Dry,Urban Arterial,Auto-Rickshaw,Roundabout,Non-Junction,Street Lights,40,46.0,Male,Valid,No,3,1,0,6.85,21.0,22.55066,88.41314,Minor,5,0,0,1,Normal,Moderate,0.33,0
IND-ACC-02724,Karnataka,Mysuru,2020-03-16 02:00:00,2020,March,Monday,2,Cloudy,Damaged,Highway,Auto-Rickshaw,Signal Present,T-Junction,Poor Lighting,40,37.0,Male,Valid,No,1,3,0,6.32,20.9,12.26005,76.77025,Minor,2,0,0,1,Normal,Moderate,3.0,0
IND-ACC-02725,West Bengal,Howrah,2021-04-09 19:01:00,2021,April,Friday,19,Cloudy,Dry,Intersection,Car,Roundabout,Non-Junction,Daylight,100,27.0,Male,Valid,No,2,1,0,7.72,29.7,22.55883,88.30288,Minor,19,1,0,0,Normal,Moderate,0.5,0
IND-ACC-02726,Rajasthan,Jaipur,2023-06-19 07:33:00,2023,June,Monday,7,Heat,Slippery,Rural Road,Two-Wheeler,Stop Sign,Roundabout,Daylight,40,30.0,Male,Valid,No,2,1,0,5.92,30.6,26.85697,75.81304,Minor,7,1,0,0,Normal,Moderate,0.5,0
IND-ACC-02727,Tamil Nadu,Coimbatore,2021-12-20 08:02:00,2021,December,Monday,8,Rain,Dry,Intersection,Bus,Uncontrolled,Non-Junction,Daylight,50,34.0,Male,Valid,Yes,2,2,0,2.95,30.7,11.02364,77.04622,Minor,8,1,0,0,Adverse,High,1.0,0
IND-ACC-02728,West Bengal,Kolkata,2020-03-05 15:24:00,2020,March,Thursday,15,Clear,Dry,Urban Arterial,Two-Wheeler,Roundabout,Non-Junction,Street Lights,80,25.0,Female,Valid,No,2,3,0,8.27,28.7,22.50518,88.37406,Minor,15,0,0,0,Normal,Low,1.5,0
IND-ACC-02729,Delhi,Rohini,2021-01-04 10:45:00,2021,January,Monday,10,Cloudy,Wet,Rural Road,Auto-Rickshaw,Signal Present,Non-Junction,Daylight,50,31.0,Male,Valid,No,3,3,0,8.68,19.1,28.7011,77.02362,Minor,10,0,0,0,Normal,Low,1.0,0
IND-ACC-02730,Maharashtra,Pune,2019-05-02 08:05:00,2019,May,Thursday,8,Fog,Dry,Rural Road,Car,Uncontrolled,Cross Junction,Street Lights,50,52.0,Male,Valid,No,2,1,0,1.4,31.3,18.44508,73.84339,Minor,8,1,0,0,Adverse,Critical,0.5,0
IND-ACC-02731,Gujarat,Surat,2019-04-16 16:55:00,2019,April,Tuesday,16,Clear,Dry,Rural Road,Auto-Rickshaw,Uncontrolled,Cross Junction,Daylight,40,35.0,Male,Valid,No,1,2,0,1.25,34.1,21.18393,72.85613,Minor,16,0,0,0,Normal,Critical,2.0,0
IND-ACC-02732,Maharashtra,Nagpur,2019-08-22 08:39:00,2019,August,Thursday,8,Fog,Damaged,Highway,Auto-Rickshaw,Signal Present,T-Junction,Daylight,50,34.0,Male,Expired,No,2,2,0,2.73,35.5,21.15694,79.12701,Minor,8,1,0,0,Adverse,High,1.0,0
IND-ACC-02733,Tamil Nadu,Coimbatore,2018-08-12 20:25:00,2018,August,Sunday,20,Clear,Dry,Residential,Bus,Stop Sign,Roundabout,Poor Lighting,60,22.0,Male,Valid,No,1,1,0,5.99,30.95,11.09086,77.02629,Minor,20,0,1,1,Normal,Moderate,1.0,0
IND-ACC-02734,Telangana,Nizamabad,2021-02-06 05:53:00,2021,February,Saturday,5,Rain,Damaged,Residential,Car,Uncontrolled,T-Junction,Daylight,80,18.0,Male,Valid,No,2,1,0,3.87,25.7,18.72529,78.06904,Minor,5,0,1,1,Adverse,High,0.5,0
IND-ACC-02735,West Bengal,Howrah,2020-02-26 19:18:00,2020,February,Wednesday,19,Clear,Dry,Urban Arterial,Two-Wheeler,Signal Present,Roundabout,No Lighting,40,35.0,Male,Valid,No,1,3,0,9.0,16.9,22.58007,88.23609,Minor,19,1,0,0,Normal,Low,3.0,0
IND-ACC-02736,Karnataka,Hubballi,2019-12-13 16:11:00,2019,December,Friday,16,Heat,Dry,Rural Road,Two-Wheeler,Uncontrolled,T-Junction,Street Lights,60,28.0,Female,Valid,No,3,1,0,6.27,21.9,15.29152,75.16248,Minor,16,0,0,0,Normal,Moderate,0.33,0
IND-ACC-02737,Telangana,Hyderabad,2020-04-08 06:43:00,2020,April,Wednesday,6,Fog,Dry,Intersection,Two-Wheeler,Police Managed,Roundabout,Daylight,40,34.0,Male,Valid,Yes,1,1,0,2.56,27.9,17.54147,78.43026,Minor,6,0,0,0,Adverse,High,1.0,0
IND-ACC-02738,Tamil Nadu,Chennai,2021-06-18 18:10:00,2021,June,Friday,18,Rain,Damaged,Highway,Two-Wheeler,Roundabout,Non-Junction,Street Lights,100,41.0,Male,Valid,No,2,2,0,4.55,35.2,13.04841,80.31163,Minor,18,1,0,0,Adverse,High,1.0,0
IND-ACC-02739,Tamil Nadu,Madurai,2021-01-26 19:32:00,2021,January,Tuesday,19,Fog,Dry,Residential,Two-Wheeler,Uncontrolled,Cross Junction,Poor Lighting,80,31.0,Male,Valid,No,3,3,0,2.74,25.1,9.95554,78.02998,Serious,19,1,0,0,Adverse,High,1.0,0
IND-ACC-02740,West Bengal,Kolkata,2018-09-05 18:30:00,2018,September,Wednesday,18,Clear,Dry,Residential,Car,Roundabout,Cross Junction,Daylight,80,30.0,Male,Valid,No,3,2,0,9.96,26.3,22.56256,88.31092,Serious,18,1,0,0,Normal,Low,0.67,0
IND-ACC-02741,West Bengal,Durgapur,2022-07-02 19:39:00,2022,July,Saturday,19,Clear,Wet,Rural Road,Two-Wheeler,Stop Sign,Cross Junction,Daylight,40,41.0,Female,Valid,Yes,2,2,0,8.97,31.7,23.55297,87.30182,Minor,19,1,1,0,Normal,Low,1.0,0
IND-ACC-02742,Maharashtra,Nagpur,2023-06-14 09:54:00,2023,June,Wednesday,9,Heat,Dry,Intersection,Auto-Rickshaw,Signal Present,T-Junction,Daylight,50,18.0,Male,Invalid,No,2,1,0,8.04,30.7,21.05425,79.02226,Minor,9,1,0,0,Normal,Low,0.5,0
IND-ACC-02743,Gujarat,Surat,2021-07-06 12:56:00,2021,July,Tuesday,12,Cloudy,Dry,Urban Arterial,Car,Roundabout,Roundabout,Poor Lighting,30,28.0,Male,Valid,Yes,4,1,0,7.61,29.2,21.11233,72.80733,Minor,12,0,0,0,Normal,Moderate,0.25,0
IND-ACC-02744,Kerala,Kochi,2018-12-12 12:32:00,2018,December,Wednesday,12,Clear,Dry,Urban Arterial,Car,Roundabout,Cross Junction,Poor Lighting,50,35.0,Male,Valid,No,4,1,0,6.22,23.6,9.93367,76.32225,Minor,12,0,0,0,Normal,Moderate,0.25,0
IND-ACC-02745,Maharashtra,Mumbai,2018-11-27 13:41:00,2018,November,Tuesday,13,Clear,Slippery,Highway,Car,Signal Present,Roundabout,No Lighting,60,43.0,Male,Valid,No,2,1,0,7.43,15.6,19.00146,72.8356,Minor,13,0,0,0,Normal,Moderate,0.5,0
IND-ACC-02746,Gujarat,Vadodara,2021-02-09 06:27:00,2021,February,Tuesday,6,Clear,Dry,Rural Road,Two-Wheeler,Signal Present,Non-Junction,Daylight,50,38.0,Male,Valid,No,2,1,0,8.17,18.2,22.28765,73.32525,Minor,6,0,0,0,Normal,Low,0.5,0
IND-ACC-02747,Maharashtra,Pune,2020-03-19 08:08:00,2020,March,Thursday,8,Heat,Dry,Residential,Bus,Roundabout,Non-Junction,Daylight,50,42.0,Male,Valid,No,3,2,0,8.68,33.1,18.56534,73.92554,Minor,8,1,0,0,Normal,Low,0.67,0
IND-ACC-02748,Tamil Nadu,Coimbatore,2023-10-21 17:56:00,2023,October,Saturday,17,Cloudy,Dry,Highway,Car,Uncontrolled,Cross Junction,No Lighting,50,57.0,Male,Valid,No,4,1,0,6.75,31.5,11.04839,76.9919,Minor,17,1,1,0,Normal,Moderate,0.25,0
IND-ACC-02749,Maharashtra,Pune,2019-05-07 09:16:00,2019,May,Tuesday,9,Rain,Wet,Highway,Auto-Rickshaw,Uncontrolled,T-Junction,Street Lights,60,35.0,Female,Valid,No,3,1,0,9.26,30.1,18.51513,73.88295,Minor,9,1,0,0,Adverse,Low,0.33,0
IND-ACC-02750,Gujarat,Vadodara,2021-04-19 14:29:00,2021,April,Monday,14,Heat,Under Construction,Residential,Car,Signal Present,T-Junction,Daylight,50,37.0,Male,Valid,No,3,1,0,6.89,26.7,22.30409,73.21154,Minor,14,0,0,0,Normal,Moderate,0.33,0
IND-ACC-02751,Gujarat,Ahmedabad,2019-07-02 19:51:00,2019,July,Tuesday,19,Cloudy,Slippery,Rural Road,Two-Wheeler,Roundabout,T-Junction,Poor Lighting,30,28.0,Male,Valid,No,2,4,0,2.59,30.8,23.04983,72.52004,Serious,19,1,0,0,Normal,High,2.0,0
IND-ACC-02752,Tamil Nadu,Madurai,2020-07-06 17:10:00,2020,July,Monday,17,Clear,Under Construction,Rural Road,Two-Wheeler,Signal Present,Y-Junction,Poor Lighting,80,18.0,Male,Valid,No,1,3,0,6.15,33.1,9.85434,78.09808,Minor,17,1,0,0,Normal,Moderate,3.0,0
IND-ACC-02753,Maharashtra,Mumbai,2021-07-09 07:06:00,2021,July,Friday,7,Clear,Dry,Urban Arterial,Two-Wheeler,Uncontrolled,Non-Junction,Street Lights,60,43.0,Male,Valid,No,3,2,0,10.79,25.3,19.15042,72.79858,Minor,7,1,0,0,Normal,Low,0.67,0
IND-ACC-02754,Rajasthan,Jaipur,2019-08-14 19:54:00,2019,August,Wednesday,19,Clear,Wet,Rural Road,Truck,Uncontrolled,Cross Junction,No Lighting,80,25.0,Male,Valid,No,1,3,0,8.71,30.7,26.90884,75.83963,Serious,19,1,0,0,Normal,Low,3.0,0
IND-ACC-02755,Tamil Nadu,Coimbatore,2018-03-25 20:41:00,2018,March,Sunday,20,Rain,Dry,Urban Arterial,Car,Signal Present,Roundabout,Street Lights,40,23.0,Female,Valid,No,3,2,0,4.94,33.8,11.01698,76.92413,Minor,20,0,1,1,Adverse,High,0.67,0
IND-ACC-02756,Telangana,Hyderabad,2018-12-04 17:04:00,2018,December,Tuesday,17,Clear,Wet,Intersection,Car,Signal Present,Roundabout,Street Lights,60,27.0,Male,Invalid,No,2,1,0,4.02,18.3,17.40616,78.4254,Minor,17,1,0,0,Normal,High,0.5,0
IND-ACC-02757,Rajasthan,Jaipur,2021-03-08 15:05:00,2021,March,Monday,15,Fog,Dry,Urban Arterial,Auto-Rickshaw,Signal Present,Cross Junction,Poor Lighting,80,18.0,Male,Valid,No,3,3,0,1.3,30.5,26.91338,75.82856,Serious,15,0,0,0,Adverse,Critical,1.0,0
IND-ACC-02758,Telangana,Warangal,2022-11-14 19:30:00,2022,November,Monday,19,Clear,Slippery,Intersection,Two-Wheeler,Stop Sign,Non-Junction,No Lighting,80,18.0,Male,Valid,No,2,1,0,8.69,22.8,17.96594,79.6436,Minor,19,1,0,0,Normal,Low,0.5,0
IND-ACC-02759,Rajasthan,Jaipur,2019-08-03 20:26:00,2019,August,Saturday,20,Clear,Under Construction,Highway,Two-Wheeler,Signal Present,Non-Junction,Poor Lighting,40,32.0,Male,Valid,No,3,1,0,5.92,31.8,26.92352,75.71835,Minor,20,0,1,1,Normal,Moderate,0.33,0
IND-ACC-02760,Tamil Nadu,Chennai,2022-12-18 17:20:00,2022,December,Sunday,17,Cloudy,Dry,Urban Arterial,Car,Stop Sign,T-Junction,Daylight,50,28.0,Male,Valid,No,3,1,0,11.31,27.7,13.11062,80.3531,Minor,17,1,1,0,Normal,Low,0.33,0
IND-ACC-02761,West Bengal,Durgapur,2021-10-26 10:49:00,2021,October,Tuesday,10,Fog,Wet,Urban Arterial,Two-Wheeler,Roundabout,T-Junction,Daylight,30,24.0,Male,Valid,No,2,3,0,2.31,31.9,23.4396,87.30299,Minor,10,0,0,0,Adverse,Critical,1.5,0
